SampleNo,DriverGender,DriverAge,YearsLicensed,Licensed Age,WindscreenExtension,RentalCar,Alarm,GarageType,FinanceType,StandardExcess,LicenceType,CurrentInsurer,Modified,Num Claims,Num Claims in 3 years,Num Claims in 5 years,Vehicle Sum Insured,TypeOfUse,CoverType,ExistingPolicies,RoadsideRescue,Other Accessories,Additional Driver,AAMember_B,Start Date,Immobliser,HasPassengerFare,HasTradeUse,HCusinessUseType,IsACustomer,Vehicle Year,Make,Model,gd2000_xcoord,gd2000_ycoord,X_Coord,Y_Coord
1390,Male,50,31,19,No,No,Yes,Carport,NO,400,NZFULL,A,No,0,0,0,25353,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Skoda,Octavia,172.6273636,-43.55113478,1569899.886,5177912.224
1391,Male,39,21,18,No,No,Yes,Driveway,NO,400,NZFULL,A,No,3,3,3,31640,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Ssangyong,Actyon,172.5942574,-43.54930312,1567224.701,5178103.131
1392,Male,64,45,19,No,No,No,Driveway,NO,400,NZFULL,H,No,0,0,0,12307,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2008,Subaru,Forester,172.6233457,-43.5495032,1569574.514,5178091.964
1393,Male,41,22,19,No,No,Yes,Driveway,NO,400,NZFULL,D,No,0,0,0,19020,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Mazda,Bt-50,172.6234385,-43.5539175,1569584.231,5177601.749
1394,Male,32,12,20,No,No,Yes,Garage,NO,400,NZFULL,J,No,0,0,0,19317,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2012,Mitsubishi,Triton,172.6133498,-43.56033745,1568772.657,5176885.014
1395,Female,24,5,19,No,No,No,Garage,NO,400,NZFULL,G,No,0,0,0,30000,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2019,Honda,Hr-V,172.6340789,-43.5608266,1570447.059,5176838.266
1396,Female,22,4,18,No,No,Yes,Driveway,NO,400,NZFULL,D,No,0,0,0,15967,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2007,Toyota,Hiace,173.9552585,-41.48342582,1679749.305,5407135.435
1397,Male,70,52,18,No,No,No,Garage,NO,400,Australian,G,No,0,0,0,9630,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2008,Fiat,Bravo,173.9573345,-41.48830415,1679916.626,5406591.922
1398,Male,36,17,19,No,No,No,Garage,NO,400,NZFULL,J,No,0,0,0,51040,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2012,Audi,A8,173.9650567,-41.48357857,1680567.124,5407109.395
1399,Male,24,6,18,No,No,No,Carport,NO,400,NZFULL,D,No,0,0,0,29473,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2011,Toyota,Hilux,173.9639486,-41.4955808,1680459.761,5405777.928
1400,Female,23,4,19,No,No,No,Carport,NO,400,NZRESTRICTED,J,No,3,2,2,12147,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2009,Mitsubishi,Lancer,173.9665365,-41.5145151,1680652.271,5403673.408
1401,Female,29,10,19,No,No,Yes,Garage,AA Finance,400,NZFULL,A,No,0,0,0,32177,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,Hyundai,Kona,173.9583677,-41.51692257,1679967.657,5403413.718
1402,Male,16,0,16,No,No,Yes,Garage,NO,400,NZFULL,F,No,0,0,0,19223,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,Suzuki,Swift,173.9494058,-41.51470332,1679222.56,5403668.355
1403,Male,38,20,18,No,No,Yes,Garage,AA Finance,400,NZFULL,F,No,0,0,0,23350,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2019,Citroen,C3,173.9619031,-41.51433267,1680265.859,5403697.975
1404,Male,21,3,18,No,No,No,H,NO,400,NZFULL,E,No,1,0,0,25003,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2011,Mitsubishi,Triton,173.9563129,-41.53165022,1679778.105,5401780.53
1405,Male,46,28,18,No,No,No,Carport,NO,400,Australian,C,No,1,0,1,7777,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2009,Nissan,Tiida,173.9581774,-41.52543587,1679941.299,5402468.735
1406,Female,55,36,19,No,No,No,Garage,NO,400,NZRESTRICTED,J,No,0,0,0,20007,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2013,Toyota,Rav4,173.9425429,-41.50080947,1678666.702,5405217.134
1407,Male,42,25,17,No,No,Yes,Garage,NO,400,NZFULL,H,No,0,0,0,42800,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Toyota,Hilux,173.9615048,-41.5352726,1680206.757,5401373.561
1408,Male,23,5,18,No,No,Yes,Carport,NO,400,NZFULL,B,No,0,0,0,63160,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Alfa Romeo,Stelvio,174.9785014,-39.9346962,1769051.038,5577616.808
1409,Male,61,42,19,No,No,Yes,Driveway,NO,400,NZFULL,A,No,0,0,0,27047,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Ford,Mondeo,174.9818121,-39.93852598,1769324.494,5577185.421
1410,Female,39,21,18,No,No,No,Carport,NO,400,NZFULL,G,No,0,0,0,60370,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Mitsubishi,Outlander,175.0127573,-39.93172088,1771985.661,5577881.6
1411,Female,26,8,18,No,No,No,Driveway,NO,400,NZFULL,J,No,3,0,2,23645,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2014,Hyundai,Santa Fe,174.9880327,-39.93774152,1769857.956,5577260.671
1412,Female,43,4,39,No,No,No,Carport,NO,400,NZFULL,E,No,0,0,0,11420,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2010,Hyundai,I45,175.0220286,-39.94101828,1772754.542,5576831.663
1413,Female,41,20,21,No,No,Yes,Carport,NO,400,NZFULL,J,No,0,0,0,39100,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Mazda,Bt-50,175.02239,-39.94594703,1772773.017,5576283.865
1414,Female,32,14,18,No,No,No,Carport,NO,400,NZRESTRICTED,H,No,0,0,0,23060,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2013,Nissan,X-Trail,175.0252628,-39.92147977,1773080.107,5578994.193
1415,Male,16,0,16,No,No,No,Street,NO,400,NZFULL,B,No,0,0,0,23040,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2013,Toyota,Rav4,175.0472871,-39.95512963,1774876.742,5575216.055
1416,Female,25,8,17,No,No,Yes,Garage,AA Finance,400,NZFULL,A,No,0,0,0,8293,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2009,Kia,Cerato,175.0318078,-39.94010057,1773592.422,5576914.545
1417,Male,56,36,20,No,No,No,Driveway,NO,400,NZRESTRICTED,E,No,0,0,0,79320,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Lexus,Is350,175.0323295,-39.9366329,1773645.767,5577298.446
1418,Male,25,6,19,No,No,No,Street,NO,400,Australian,C,No,0,0,0,27057,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Skoda,Octavia,175.0333288,-39.92130983,1773769.914,5578997.382
1419,Female,17,0,17,No,No,Yes,Garage,NO,400,NZFULL,H,No,0,0,0,63400,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Toyota,Landcruiser,175.0094039,-39.92293328,1771721.065,5578863.491
1420,Female,30,13,17,No,No,Yes,Garage,NO,400,NZFULL,E,No,0,0,0,28417,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Hyundai,Iload,175.049549,-39.95000715,1775083.032,5575780.222
1421,Female,61,43,18,No,No,Yes,Garage,NO,400,NZFULL,E,No,0,0,0,43840,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Ford,Transit Custom,175.0268628,-39.94272858,1773163.275,5576632.444
1422,Female,66,48,18,No,No,No,Driveway,NO,400,NZFULL,H,No,0,0,0,62800,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Mercedes-Benz,Sprinter,174.996118,-39.94241707,1770537.203,5576726.254
1423,Male,23,4,19,No,No,Yes,Driveway,NO,400,NZFULL,A,No,0,0,0,23633,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2009,Fiat,Ducato,174.7569307,-36.85769022,1756622.582,5919473.663
1424,Female,21,0,21,No,No,Yes,Driveway,NO,400,NZFULL,H,No,3,2,2,39817,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,Hyundai,Ix35,175.232945,-37.73545327,1796761.387,5821189.112
1425,Male,45,26,19,No,No,No,Street,NO,400,NZFULL,D,No,0,0,0,35460,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Toyota,Rav4,175.2274509,-37.78504763,1796146.116,5815697.23
1426,Female,48,23,25,No,No,No,Driveway,NO,400,NZRESTRICTED,H,No,0,0,0,17580,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2006,Nissan,Navara St-X,175.2230564,-37.77709902,1795780.071,5816588.493
1427,Female,54,35,19,No,No,Yes,Garage,NO,400,NZFULL,E,No,4,1,3,11130,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2012,Holden,Cruze,175.270204,-37.7751593,1799938.034,5816703.942
1428,Male,16,0,16,No,No,Yes,Garage,NO,400,NZFULL,B,No,0,0,0,27040,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2013,Alfa Romeo,Giulietta,175.2580198,-37.77584627,1798862.983,5816653.701
1429,Male,29,11,18,No,No,No,Driveway,NO,400,NZFULL,D,No,0,0,0,30580,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2013,Mazda,Mx-5,175.2354836,-37.78644123,1796849.856,5815525.693
1430,Male,19,0,19,No,No,Yes,Garage,AA Finance,400,NZFULL,H,No,0,0,0,16747,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2013,Holden,Cruze,175.2642879,-37.76640782,1799440.451,5817687.728
1431,Male,47,29,18,No,No,No,Carport,NO,400,NZFULL,B,No,0,0,0,37897,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Kia,Sportage,175.2552807,-37.76850563,1798641.37,5817474.111
1432,Female,25,1,24,No,No,No,Carport,NO,400,NZFULL,H,No,0,0,0,21487,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2013,Ford,Kuga,175.2615554,-37.77329498,1799181.252,5816929.288
1433,Male,63,46,17,No,No,No,Driveway,NO,400,NZFULL,A,No,0,0,0,18510,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2013,Holden,Cruze,175.2624323,-37.77893222,1799243.353,5816301.857
1434,Male,31,13,18,No,No,No,Garage,NO,400,NZFULL,G,No,2,0,2,43000,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Nissan,Navara Sl,174.857016,-36.89397132,1765467.286,5915279.515
1435,Male,33,15,18,No,No,No,Street,NO,400,NZFULL,B,No,0,0,0,38407,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Nissan,Navara St-X,174.8420449,-36.8772167,1764169.056,5917164.258
1436,Male,46,12,34,No,No,No,Driveway,NO,400,NZFULL,D,No,0,0,0,36780,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Ford,Escape,174.8636507,-36.89213793,1766062.495,5915471.397
1437,Male,26,8,18,No,No,No,Garage,NO,400,NZFULL,H,No,0,0,0,30170,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Hyundai,Santa Fe,174.8395415,-36.88321022,1763933.106,5916503.597
1438,Male,43,25,18,No,No,No,Garage,NO,400,NZFULL,G,No,0,0,0,13947,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2014,Toyota,Yaris,174.8521057,-36.89986577,1765017.02,5914634.046
1439,Female,34,15,19,No,No,No,Garage,AA Finance,400,NZRESTRICTED,D,No,0,0,0,30307,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Nissan,Navara St-X,174.836879,-36.88539537,1763691.145,5916265.732
1440,Male,18,0,18,No,No,No,Garage,NO,400,NZFULL,J,No,0,0,0,27450,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2010,Holden,Commodore,174.8351662,-36.87798002,1763554.317,5917091.38
1441,Female,18,0,18,No,No,Yes,Garage,NO,400,NZFULL,B,No,0,0,0,20607,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2013,Mitsubishi,Asx,174.8340553,-36.86784372,1763476.909,5918217.875
1442,Female,28,10,18,No,No,No,Driveway,NO,400,NZFULL,J,No,0,0,0,40417,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,Toyota,Hilux,174.8286254,-36.87102173,1762986.119,5917874.571
1443,Male,32,11,21,No,No,No,Driveway,NO,400,NZFULL,E,No,0,0,0,23205,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2011,Holden,Ute,174.6891347,-36.76273492,1750764.502,5930117.39
1444,Female,27,9,18,No,No,Yes,Garage,NO,400,NZFULL,C,No,0,0,0,41720,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2019,Isuzu,D-Max,174.6684613,-36.76985968,1748905.357,5929359.323
1445,Male,67,46,21,No,No,Yes,Garage,NO,400,NZFULL,G,No,0,0,0,28903,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Hyundai,Sonata,174.6761071,-36.7757396,1749576.351,5928695.064
1446,Female,52,34,18,No,No,No,Garage,NO,400,NZRESTRICTED,C,No,0,0,0,14350,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2007,Kia,Sorento,174.6840347,-36.77715662,1750281.104,5928525.431
1447,Female,31,13,18,No,No,No,Garage,NO,400,NZFULL,D,No,0,0,0,9787,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2010,Peugeot,308,174.673254,-36.76758415,1749337.541,5929604.307
1448,Male,31,8,23,No,No,No,Garage,NO,400,NZFULL,F,No,0,0,0,40950,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Toyota,86,172.6543872,-43.56681622,1572089.987,5176180.081
1449,Female,57,39,18,No,No,Yes,Carport,AA Finance,400,NZFULL,H,No,0,0,0,58480,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Hyundai,Genesis,172.6264335,-43.57097588,1569834.656,5175708.347
1450,Male,18,0,18,No,No,No,Garage,NO,400,NZFULL,A,No,0,0,0,38250,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Volkswagen,T6,172.6521323,-43.57613782,1571912.225,5175144.069
1451,Male,42,23,19,No,No,No,Driveway,NO,400,Australian,C,No,0,0,0,25413,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Holden,Trax,172.6569402,-43.55550502,1572290.972,5177437.15
1452,Male,22,0,22,No,No,No,Carport,NO,400,Australian,J,No,0,0,0,52853,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Toyota,Vellfire,172.647339,-43.57082855,1571522.699,5175732.083
1453,Female,28,10,18,No,No,No,Garage,NO,400,NZFULL,C,No,2,1,2,21830,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2013,Mitsubishi,Triton,172.6524151,-43.55501562,1571925.251,5177489.984
1454,Male,50,30,20,No,No,No,Garage,AA Finance,400,NZFULL,H,No,4,2,2,20127,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2010,Toyota,Vanguard,172.652201,-43.5639545,1571912.111,5176497.166
1455,Male,30,13,17,No,No,No,Garage,NO,400,NZFULL,C,No,3,2,3,27173,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Ssangyong,Rexton,172.6428865,-43.57352213,1571164.445,5175431.401
1456,Female,59,43,16,No,No,Yes,Carport,NO,400,NZFULL,D,No,0,0,0,17127,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2009,Mazda,Mx-5,172.6579143,-43.56306697,1572373.106,5176597.649
1457,Male,22,3,19,No,No,Yes,Driveway,NO,400,Australian,H,No,0,0,0,33033,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Mazda,Cx-5,172.6493735,-43.55770483,1571680.837,5177190.291
1458,Female,69,51,18,No,No,Yes,Garage,NO,400,NZFULL,D,No,0,0,0,49443,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Toyota,Landcruiser,172.6384213,-43.58214457,1570808.063,5174472.237
1459,Female,23,5,18,No,No,Yes,Driveway,NO,400,NZFULL,D,No,1,1,1,26475,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2012,Jeep,Wrangler,172.7088991,-43.56697948,1576492.169,5176178.808
1460,Female,30,10,20,No,No,No,Carport,AA Finance,400,NZRESTRICTED,H,No,0,0,0,20280,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Mazda,Mazda3,172.6110484,-43.59308755,1568603.808,5173246.932
1461,Male,29,11,18,No,No,No,Driveway,AA Finance,400,NZFULL,B,No,0,0,0,30935,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Hyundai,I40,172.7065127,-43.58044375,1576304.736,5174682.794
1462,Male,17,0,17,No,No,Yes,Driveway,NO,400,NZFULL,C,No,0,0,0,29300,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2012,Mazda,Mx-5,172.6485475,-43.56320747,1571616.707,5176578.89
1463,Female,50,30,20,No,No,Yes,Driveway,NO,400,NZFULL,C,No,0,0,0,46640,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2019,Honda,Vezel,174.0854781,-39.0574525,1693918.562,5676287.214
1464,Female,49,24,25,No,No,No,H,NO,400,NZLEARNERS,A,No,0,0,0,14940,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Hyundai,I30,174.139596,-39.03044002,1698638.681,5679227.666
1465,Male,19,0,19,No,No,Yes,Garage,NO,400,NZFULL,H,No,0,0,0,33153,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Kia,Optima,174.1597891,-39.02918047,1700388.343,5679345.357
1466,Female,25,8,17,No,No,Yes,Driveway,NO,400,NZRESTRICTED,H,No,0,0,0,19507,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2013,Holden,Cruze,174.1030843,-39.07604475,1695416.9,5674205.574
1467,Male,24,3,21,No,No,Yes,Driveway,NO,400,NZFULL,F,No,0,0,0,13643,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2012,Subaru,Impreza,174.2740258,-39.34748152,1709780.293,5643887.95
1468,Male,43,23,20,No,No,No,Garage,NO,400,NZFULL,B,No,0,0,0,48000,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2011,Volkswagen,Touareg,174.2923138,-39.34129288,1711366.009,5644552.406
1469,Male,60,40,20,No,No,No,Carport,AA Finance,400,NZFULL,D,No,0,0,0,35750,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Kia,Sorento,174.28111,-39.34795075,1710390.006,5643827.242
1470,Female,29,11,18,No,No,No,Driveway,NO,400,NZFULL,H,No,0,0,0,18170,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2009,Holden,Commodore,174.2878741,-39.34809813,1710972.638,5643802.599
1471,Female,21,3,18,No,No,No,Carport,Other,400,NZRESTRICTED,F,No,0,0,0,22473,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Mitsubishi,Triton,174.276162,-39.32566847,1709998.556,5646306.23
1472,Female,28,10,18,No,No,No,Garage,NO,400,NZFULL,E,No,0,0,0,29947,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Subaru,Forester,174.2727057,-39.33835007,1709680.812,5644902.99
1473,Male,28,10,18,No,No,Yes,Garage,Other,400,NZFULL,A,No,0,0,0,19627,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2012,Mitsubishi,Triton,174.2839994,-39.33150178,1710664.925,5645649.266
1474,Female,24,5,19,No,No,No,Garage,NO,400,NZFULL,D,No,0,0,0,33183,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Mitsubishi,Pajero,174.2779046,-39.33552737,1710133.294,5645209.939
1475,Male,54,36,18,No,No,No,Driveway,NO,400,NZFULL,F,No,0,0,0,11843,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2012,Kia,Cerato,174.2913026,-39.3343606,1711289.859,5645323.017
1476,Male,31,13,18,No,No,No,Garage,NO,400,NZFULL,H,No,0,0,0,51100,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Kia,Sorento,168.3810705,-46.43452537,1245174.661,4847297.697
1477,Male,23,3,20,No,No,Yes,Carport,NO,400,NZFULL,H,No,1,1,1,21237,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2011,Ford,Territory,170.9405577,-45.0945639,1437951.725,5004481.488
1478,Male,56,40,16,No,No,No,Carport,Other,400,NZFULL,A,No,0,0,0,37960,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,Nissan,Pathfinder,170.9284192,-45.09101502,1436986.502,5004851.331
1479,Male,73,54,19,No,No,Yes,Garage,NO,400,NZLEARNERS,F,No,0,0,0,21125,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2013,Toyota,86,170.9462353,-45.09512058,1438400.04,5004431.009
1480,Male,48,30,18,No,No,No,Garage,Other,400,NZRESTRICTED,E,No,0,0,0,27770,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Holden,Colorado,170.9449832,-45.09545242,1438302.456,5004391.642
1481,Male,16,0,16,No,No,No,Carport,NO,400,NZFULL,B,No,0,0,0,5227,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2005,Kia,Rio,172.6117113,-43.48349202,1568600.497,5185418.744
1482,Male,43,25,18,No,No,No,Driveway,NO,400,NZFULL,H,No,0,0,0,27370,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2008,BMW,530d,172.6021213,-43.5056757,1567836.763,5182951.406
1483,Female,41,22,19,No,No,No,Garage,NO,400,NZRESTRICTED,B,No,0,0,0,67830,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Audi,Q7,172.6332531,-43.50152998,1570351.331,5183423.382
1484,Female,39,22,17,No,No,Yes,Garage,NO,400,NZFULL,J,No,0,0,0,21870,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2011,Toyota,Vanguard,172.5934769,-43.51969647,1567145.584,5181390.904
1485,Male,33,15,18,No,No,No,Street,NO,400,NZFULL,A,No,0,0,0,29130,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Dodge,Journey,172.6068134,-43.48681113,1568206.162,5185048.272
1486,Female,24,6,18,No,No,Yes,Driveway,NO,400,NZFULL,A,No,0,0,0,16823,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Suzuki,Jimny,172.5963049,-43.5101381,1567368.988,5182453.555
1487,Male,39,20,19,No,No,No,Garage,NO,400,NZFULL,H,No,0,0,0,29950,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Nissan,Qashqai,172.6135338,-43.51279195,1568762.984,5182165.434
1488,Female,33,12,21,No,No,No,Street,NO,400,Australian,A,No,0,0,0,9840,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2003,Ford,Courier,172.6130889,-43.50519015,1568723.099,5183009.51
1489,Male,81,64,17,No,No,No,Garage,NO,400,NZFULL,H,No,0,0,0,15507,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2010,Dodge,Journey,172.7006492,-43.43094673,1575771.617,5191283.981
1490,Male,34,15,19,No,No,No,Garage,NO,400,NZLEARNERS,G,No,4,3,4,9980,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2008,Hyundai,Tucson,172.7200954,-43.4840592,1577365.343,5185390.924
1491,Male,44,25,19,No,No,Yes,H,NO,400,NZFULL,H,No,4,1,3,36450,Company Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Jeep,Wrangler,172.7223176,-43.48908387,1577546.904,5184833.496
1492,Female,39,21,18,No,No,Yes,Driveway,Other,400,NZFULL,J,No,0,0,0,24673,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Hyundai,Iload,172.6745911,-43.43582468,1573664.681,5190734.346
1493,Male,70,51,19,No,No,No,Garage,NO,400,NZFULL,C,No,4,0,4,18317,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Hyundai,I30,172.7186253,-43.48015957,1577244.999,5185823.607
1494,Male,45,21,24,No,No,No,Driveway,NO,400,NZFULL,A,No,3,3,3,32800,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Mitsubishi,Triton,172.6919212,-43.4909609,1575089.855,5184616.391
1495,Male,26,6,20,No,No,Yes,Garage,NO,400,NZFULL,B,No,0,0,0,71453,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Audi,Q5,172.6894004,-43.49840972,1574889.118,5183788.382
1496,Female,27,6,21,No,No,No,Garage,NO,400,NZFULL,D,No,0,0,0,13403,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2012,Holden,Cruze,174.5957144,-36.86299482,1742239.924,5919137.464
